Unnamed: 0,company_name,yc_url,tagline,description,batch,company_type,industry_tags,location,country,company_website,founded_year,team_size,facebook,linkedin,crunchbase,twitter,founder_names,number_of_founders
42,PeerDB,https://www.ycombinator.com/companies/peerdb,"Fast, native ETL for Postgres","At PeerDB, we are building a fast, simple and the most cost effective way to stream data from Postgres to Data Warehouses, Queues and Storage engines. If you are running Postgres at the heart of your data-stack and move data at scale from Postgres to any of the above targets, PeerDB can provide value.We support different modes of streaming - log based (CDC), cursor based (timestamp or integer) and XMIN based. Performance wise, we are 10x faster than existing tools. Features wise, we support native Postgres features such as comprehensive set of data-types incl. jsonb/arrays/postgis, efficiently streaming toast columns, schema changes and so on.",S23,ACTIVE,"DATABASES, DEVELOPER-TOOLS, Data Tech, ENTERPRISE-SOFTWARE, OPEN-SOURCE",Not Available,Not Available,https://peerdb.io/,2023,2,Not Available,https://www.linkedin.com/company/peerdb,Not Available,https://twitter.com/PeerDBInc,"Sai Srirampur, Kaushik Iska",2
43,Stownest,https://www.ycombinator.com/companies/stownest,"Flexible On-Demand Storage Space for Household, SMEs & Travellers.","Valet self-storage solution for your personal storage needs. Be it household storage or seasonal belongings, we will pick them up and store them in our facility. You get it back when you need it. Service built on technology and strong customer experience fundamentals.",S21,ACTIVE,"B2B, WAREHOUSE-MANAGEMENT-TECH","Bengaluru, India",India,https://stownest.com,2018,80,https://www.facebook.com/stownest/,https://www.linkedin.com/company/stownest-storage/,https://www.crunchbase.com/organization/stownest-storage,https://twitter.com/stowneststorage,"Sudhindra Subbarao, Ramesh Chincholi, AMIETH KUMAR, Srinivasa Murthy",4
44,Zelos Cloud,https://www.ycombinator.com/companies/zelos-cloud,The First Cloud Platform for Firmware Development and Testing,"Zelos Cloud is accelerating electronics product development with powerful tools for emulation, tracing, and automated testing on real microcontrollers in the cloud.As firmware engineers, we spent years developing and shipping products at scale. Between batteries, bootloaders and brain implants, we've seen it all. Our mission is to build the tools we wish we had to enable teams to ship higher quality products, faster.",S23,ACTIVE,"Data Tech, HARD-TECH, MANUFACTURING",Not Available,Not Available,https://zeloscloud.io,2023,3,Not Available,https://www.linkedin.com/company/zeloscloud/,Not Available,Not Available,"Michael Jaradah, Taylor Keairns, John Ott",3
45,Zippi,https://www.ycombinator.com/companies/zippi,Payment Platform for LatAm Microentrepeneurs,Zippi empowers microentrepeneurs to purchase supplies for their businesses.,S19,ACTIVE,FINTECH,"So Paulo, Brazil",Brazil,https://www.zippi.com.br,2019,35,https://www.facebook.com/vaizippi,https://www.linkedin.com/company/souzippi,Not Available,Not Available,"Andre Bernardes, Bruno Lucas, Ludmila Pontremolez",3
46,OlaClick,https://www.ycombinator.com/companies/olaclick,We make it easy for SMBs in Latam to take direct orders on WhatsApp,"OlaClick makes it easy for mass market restaurants in Latam to create a digital menu, promote it instantly with only one click and start receiving simple food orders though WhatsApp. We have +50000 restaurants in Latam and we increase their sales by 40%.contact: founders@olaclick.com",W21,ACTIVE,"B2B, Food & Beverages, SAAS","Lima, Peru",Peru,https://www.olaclick.com/,2020,30,https://www.facebook.com/weareolaclick/,https://www.linkedin.com/company/olaclick,https://www.crunchbase.com/organization/olaclick,https://twitter.com/OlaClick,"Carol Riboud, Ulysse Lichtle, Jose RICO, Morgan Zysman",4
47,Superorder,https://www.ycombinator.com/companies/superorder,"Fastest, easiest, cheapest way for restaurants to make money online.",Superorder makes it easy for a SMB restaurant to set up a virtual restaurant and manage its online delivery business. Superorder's mission is to be the off-premise operating system for SMB restaurant owners.,S19,ACTIVE,"B2B, Food & Beverages, GHOST-KITCHENS, Retail, SAAS",New York,United States,https://superorder.com/,2021,15,Not Available,Not Available,Not Available,Not Available,Raghav Poddar,1
48,Locent,https://www.ycombinator.com/companies/locent,Locent is an automated messaging platform for companies,Not Available,S15,INACTIVE,MESSAGING,"Santa Monica, CA",United States,http://locent.com,Not Available,11,Not Available,Not Available,https://www.crunchbase.com/organization/locent,Not Available,Matt Joseph,1
49,Talkito,https://www.ycombinator.com/companies/talkito,Not Available,Not Available,S06,INACTIVE,Not Available,Not Available,Not Available,http://talkito.com,Not Available,0,Not Available,Not Available,Not Available,Not Available,Hovig Bayandorian,1
50,Bikanta,https://www.ycombinator.com/companies/bikanta,Nano-diamonds for cancer detection,"Bikanta is introducing revolutionary nanodiamond-based technology to push the boundaries of current medical imaging and diagnostics, allowing researchers to answer questions and medics to detect diseases that they currently cannot.A nanodiamond is forever. They are brightly fluorescent, infinitely stable, non-toxic, functionalizable and can be used for background-free optical imaging.  Early results have improved the signal by as much as 100-fold over conventional fluorescence imaging techniques.   Bikantas vision is to redefine the boundaries of medical diagnostics by delivering cutting-edge imaging probes and background-free optical imaging.",S14,INACTIVE,NANOMEDICINE,"Berkeley, CA",United States,http://bikanta.com,2013,2,Not Available,Not Available,https://www.crunchbase.com/organization/bikanta,Not Available,Ambika Bumb,1
51,Cosmic,https://www.ycombinator.com/companies/cosmic,Cosmic is a headless CMS and API toolkit,"Cosmic is a headless CMS and API toolkit to help teams build modern apps faster, together. We provide a web dashboard to create content and API tools to deliver content into any website or app.Teams benefit from using Cosmic because it eliminates the need to build and maintain their own CMS infrastructure. Teams pay a monthly subscription fee for our hosted CMS and can focus on their application logic, creating great content, and enhancing user experiences.",W19,ACTIVE,"API, DEVELOPER-TOOLS",San Francisco,United States,https://www.cosmicjs.com,2016,5,https://facebook.com/cosmicjs,https://www.linkedin.com/company/cosmicjs,https://www.crunchbase.com/organization/cosmic-js,https://twitter.com/cosmicjs,Tony Spiro,1
52,RenderNet,https://www.ycombinator.com/companies/rendernet,RenderNet is a powerful AI based image generator.,"RenderNet is an advanced AI tool designed to transform imaginative concepts into high-quality images. It simplifies the process of creating visuals with consistent characters, while offering detailed control over their poses, composition, and styles.Key features of RenderNet include FaceLock, which allows for the generation of multiple images featuring a consistent facial identity, enhancing the coherence of visual storytelling. Additionally, ControlNet provides users with the capability to fine-tune images according to specific poses and compositional guidelines, offering a high level of customization.RenderNet is suitable for a wide range of users, from graphic designers and digital artists to marketing professionals and content creators, providing a versatile tool for diverse image generation needs.",S21,ACTIVE,"ARTIFICIAL-INTELLIGENCE, GENERATIVE-AI","Bengaluru, India",India,https://rendernet.ai,2019,14,Not Available,https://www.linkedin.com/company/rendernetai,Not Available,https://twitter.com/rendernet_ai,"Bhagaban Behera, Nakul Kelkar, Sriharsha Setty",3
53,1000Memories,https://www.ycombinator.com/companies/1000memories,Memorial sites.,"1000memories is the new shoebox for your old photos. 1000Memories allows people to organize, share, and discover old photos and memories and set up family trees.",S10,ACQUIRED,COMMUNITY,San Francisco,United States,http://ancestry.com,Not Available,2,Not Available,Not Available,Not Available,Not Available,"Jonathan Good, Brett Huneycutt, Rudy Adler",3
54,Model ML,https://www.ycombinator.com/companies/model-ml,AI tool for private equity firms and investment banks.,"Team:Chaz: Founder of Fat Llama YC S17 - Acquired by Hygglo. Responsible for Business and Sales Arns: Founder of Fancy S20 - Acquired by Gopuff, Responsible for tech and product.",W24,ACTIVE,"ARTIFICIAL-INTELLIGENCE, B2B, FINANCE, SAAS","London, United Kingdom",United Kingdom,https://www.modelml.com/,2023,2,Not Available,Not Available,Not Available,Not Available,"Arnie Englander, Chaz Englander",2
55,Pantheon,https://www.ycombinator.com/companies/pantheon,A competitive community of the brightest students in the world,"Pantheon is an online competitive community of the brightest students in the world. High school and middle school students match with each other based on skill level and compete head-to-head in real-time to see who can answer questions fastest, much like offline competitions such as Science Bowl.",W20,INACTIVE,"EDUCATION, GAMING, SOCIAL",San Francisco,United States,https://www.joinpantheon.io/,2020,2,Not Available,https://www.linkedin.com/company/joinpantheon,Not Available,https://twitter.com/joinpantheon,"Ali Ahmed, Akshath Sivaprasad",2
56,Duckie,https://www.ycombinator.com/companies/duckie,AI technical support engineer that handles tickets.,"Duckie is an AI technical support engineer that reduces unnecessary ticket escalations by troubleshooting tricky technical issues and suggesting resolutions.It sits in your support channel, answers technical questions, troubleshoots technical issues, and intelligently triages and escalates to dev teams.1. Who are using Duckie: tier 2 technical support teams2. Flexible integrations with knowledge sources (Slack, Jira, Google docs, Confluence, Sentry, Github, and beyond!)3. Takes <5 mins to onboard",W24,ACTIVE,Not Available,Not Available,Not Available,https://duckie.ai/,2023,2,Not Available,https://www.linkedin.com/company/duckie-ai/,Not Available,https://twitter.com/duckie_ai,"Valerie Li, Joel Ritossa",2
57,Snackpass,https://www.ycombinator.com/companies/snackpass,Order ahead at restaurants and get rewards with friends.,"Skip the line, collect points and send gifts to friends Snackpass is an app that makes ordering food more convenient, affordable and social.",W18,ACTIVE,"E-COMMERCE, MARKETPLACE",San Francisco,United States,https://snackpass.co,2017,38,Not Available,https://www.linkedin.com/company/snackpass,https://www.crunchbase.com/organization/snackpass,https://twitter.com/snackpass_,"Kevin Tan, Jamie Marshall",2
58,Mantys,https://www.ycombinator.com/companies/mantys,ARR Reporting and Forecasting for SaaS companies,"Mantys helps SaaS companies calculate and forecast their ARR accurately in real time without using multiple spreadsheets. For example, NextBillion uses Mantys to pull data from HubSpot and Chargebee and create real-time views of their Contracted ARR, Billed ARR, Churn, and forecasted ARR",W23,ACTIVE,"B2B, FINANCE, INDIA, SAAS","Bengaluru, India",India,https://www.mantys.io/,2022,12,Not Available,https://www.linkedin.com/company/82542033/,Not Available,Not Available,Kriti Arora,1
59,Ohm,https://www.ycombinator.com/companies/ohm,Never jump start your car again.,"Ohm is smart enough to keep you from accidentally draining your battery if you forget to turn your lights off. It will automatically turn itself off when it gets critically low, and then switch itself back on when you go to start your car. No more getting strande",S15,INACTIVE,Not Available,"San Jose, CA",United States,http://getohm.com,Not Available,0,Not Available,Not Available,https://www.crunchbase.com/organization/ohm,Not Available,"Hunter Scott, Alex Trimm",2
60,Flowdash,https://www.ycombinator.com/companies/flowdash,Quickly build internal tools for your ops team's manual workflows,"Flowdash makes it easy to build semi-automated workflows with no code. We recognize that many business processes today simply can't be fully automated and require human intuition. But there's no reason they need to be fully manual either. With Flowdash, teams can build custom tools to manage their internal processes, leveraging automation where it makes sense, and weaving in human intuition when needed.",W20,ACQUIRED,"B2B, SAAS",San Francisco,United States,https://flowdash.com,2019,5,https://www.facebook.com/flowdashhq/,https://www.linkedin.com/company/flowdash,https://www.crunchbase.com/organization/flowdash,https://twitter.com/flowdashhq,"Omar Skalli, Nick Gervasi",2
61,Strac,https://www.ycombinator.com/companies/strac,"Remove PCI, PHI, PII Leaks from SaaS, Cloud, Endpoints & Generative AI","Strac DLP (Data Loss Prevention) is an AI Company that eliminates data leaks from SaaS, Cloud, Endpoints  and Generative AI apps by automatically detecting and remediating the most sensitive customer data like  SSN, DL, Passport, Bank Statements, etc. across all communication channels like Office 365, Gmail, Slack, Onedrive, Google Drive, Zendesk, Salesforce, ChatGPT, Chrome, Jira, Web Applications, Mac, Endpoints, etc.",W22,ACTIVE,"ARTIFICIAL-INTELLIGENCE, ENTERPRISE, GENERATIVE-AI, SAAS, Security","Bellevue, WA",United States,https://www.strac.io/,2021,6,Not Available,https://www.linkedin.com/company/securewithstrac/,Not Available,https://twitter.com/securewithstrac,Aatish Mandelecha,1
62,Branch8,https://www.ycombinator.com/companies/branch8,Branch8 helps sellers to list and manage products on e-commerce,"Branch8 offers e-commerce sellers access to a single platform that lets them list their products across a wide swath of e-commerce sites. Updating and delisting items are similarly simple. Plus, the company also offers logistics and order management  the idea is that it can be a one-stop shop for e-commerce sellers, helping them to earn more money while saving them valuable time.Branch8 is created by a team of sellers and engineers. They live and breathe e-commerce. In the past, They were a top seller selling across Lazada, Qoo10, Rakuten, Amazon and Ebay. Their team consists of individuals from Lazada, Rocket Internet, Facebook and Microsoft.",S15,ACTIVE,"E-COMMERCE, MARKETPLACE",Hong Kong,Hong Kong,http://branch8.com,Not Available,15,Not Available,Not Available,https://www.crunchbase.com/organization/branch8,Not Available,"Matt Li, Tim Mak",2
63,DoseDr,https://www.ycombinator.com/companies/dosedr,"Helping diabetes patients use the correct amount of insulin,","The DoseDr mobile app gives diabetics better control over their disease by helping them adjust their insulin doses between doctor visits. They connect patients to a doctor, who can help them immediately when an issue arises. No appointment necessary, and it's free! Patients are welcome to invite their current doctor to join DoseDr.",W16,INACTIVE,HEALTH-TECH,"Menlo Park, CA",United States,https://www.dosedr.com,Not Available,2,Not Available,Not Available,https://www.crunchbase.com/organization/dosedr,Not Available,"John Sanders, Marlon Castillo, Dustyn Williams",3
64,Newslabs,https://www.ycombinator.com/companies/newslabs,Not Available,"NewsLabs offers a platform that looks to help old school journalists adapt to the web, by giving them help with advertising, SEO, and other issues they may not have had to deal with before.",W10,INACTIVE,Not Available,"Dublin, Ireland",Ireland,http://newslabs.com,Not Available,2,Not Available,Not Available,https://www.crunchbase.com/organization/newslabs,Not Available,Nathan Chong,1
65,Million Marker,https://www.ycombinator.com/companies/million-marker,23andMe for environmental exposures,We are a service for people to learn about their personal environmental exposures. Our first product is a urine test for exposure to chemicals in everyday products.,S19,ACTIVE,"CONSUMER-HEALTH-SERVICES, DIGITAL-HEALTH","Berkeley, CA",United States,https://www.millionmarker.com/,2019,2,https://www.facebook.com/Million-Marker-105772664226449/,https://www.linkedin.com/company/million-marker,Not Available,https://twitter.com/million_marker,Jenna Hua,1
66,Houm,https://www.ycombinator.com/companies/houm,All-in-one real estate marketplace for Latin America,"Houm is an all-in-one real estate marketplace that helps landlords find tenants, collect rent, and manage their properties in Latam.",W21,ACTIVE,"MARKETPLACE, PROPTECH","Santiago, Chile",Chile,https://houm.com,2018,400,Not Available,https://www.linkedin.com/company/33268314/admin/,https://www.crunchbase.com/organization/arriendoasegurado-com,Not Available,"Benjamn Labra, Nicolas Knockaert",2
67,Openbase,https://www.ycombinator.com/companies/openbase,We help developers choose among millions of open-source packages,"There are millions of open-source packages out there, and developers often spend hours researching and evaluating competing packages to find the right one.Openbase is the first platform to offer user reviews for packages, powerful insights and categorization for open-source packages - so developers can choose the right package every time.",S20,INACTIVE,"DEVELOPER-TOOLS, DEVSECOPS, OPEN-SOURCE",San Francisco,United States,https://openbase.com,2019,8,https://www.facebook.com/openbaseio/,https://www.linkedin.com/company/openbaseio,https://www.crunchbase.com/organization/openbase,https://twitter.com/openbase,Lior Grossman,1
68,Agentnoon,https://www.ycombinator.com/companies/agentnoon,Workforce planning for global teams,Build a more efficient org and save headcount spend,W22,ACTIVE,Not Available,"Toronto, Canada",Canada,https://agentnoon.com,2021,7,Not Available,https://www.linkedin.com/company/agentnoon,Not Available,Not Available,"Ali Nawab, Dave Y. Kim",2
69,Stacksi,https://www.ycombinator.com/companies/stacksi,Automated Answers to Security Questionnaires,"Stacksi helps companies automate the process of answering enterprise security questionnaires so they can close deals faster and save their best engineers time for more strategic projects.Salespeople, CTOs, and CEOs of fast-growing enterprise startups can upload security questionnaires into our system. If the company already has written security policies, they can upload those documents, too. From there, Stacksi parses their documents, identifies gaps in their security policies vs. standards, and helps them establish a successful security program. Ultimately, we will help them 1) automate completion of security questionnaires, 2) quickly get through enterprise security audits and 3) improve their security posture.",W21,ACQUIRED,"COMPLIANCE, CYBERSECURITY","Los Angeles, CA",United States,https://www.stacksi.com,2020,4,Not Available,Not Available,Not Available,Not Available,"Emre Murray Mangir, Joseph Metzinger",2
70,Fabius,https://www.ycombinator.com/companies/fabius,AI to improve Sales Calls,"Fabius helps sales leaders understand and improve their reps' performance by analyzing customer calls with AI. Companies like Airbyte and Fermat use us to score every call and identify when a customer hasnt been properly qualified.Fabius helps drive decisions within sales, including:- Disqualify a deal: Reps work on deals that will never close. We identify the deals that won't be successful and make sure reps don't waste time on them.- Need to strengthen the business case for a deal: We tell managers and reps when a deal has a weak business case and show them how to uncover more business value in the deal.",W23,ACTIVE,"ARTIFICIAL-INTELLIGENCE, B2B, GENERATIVE-AI, SAAS, SALES",San Francisco,United States,https://fabius.io,2020,2,Not Available,https://www.linkedin.com/company/fabius-technologies/,https://www.crunchbase.com/organization/fabius-66e4,https://twitter.com/fabiustech,"Neil Madsen, Andy Day",2
71,Dragoneye,https://www.ycombinator.com/companies/dragoneye,Helping devs build computer vision models automatically,"Dragoneye helps devs build powerful apps and features that use images and videos. With our cutting-edge AI tech, folks can recognize things in the world with high accuracy and deep granularity, right out of the box. No more arduous process of annotating any training data or doing any machine learning work themselves.For example, retailers can turn their product images into rich product metadata. With this highly detailed metadata, we help these companies to supercharge their commerce solutions and importantly, drive revenue by enhancing everything from site search to buying analytics.Overview Video: https://www.youtube.com/watch?v=opRMn48z9dM",W24,ACTIVE,"ARTIFICIAL-INTELLIGENCE, COMPUTER-VISION, DEVELOPER-TOOLS, Machine Learning",New York,United States,https://dragoneye.ai/,2023,2,Not Available,Not Available,Not Available,Not Available,Alex Liao,1
72,Cloudant,https://www.ycombinator.com/companies/cloudant,NoSQL Database-aaS.  Acquired by IBM in 2014.  Now IBM Cloud Data,"Cloudant's distributed database-as-a-service (DBaaS) allows developers of fast-growing web and mobile apps to focus on building and improving their products, instead of worrying about scaling and managing their databases on their own.We manage and distribute your data globally so you can grow more users, build more app features, and sleep more knowing we're keeping the servers up and humming.Cloudant was founded in Cambridge, Massachusetts in 2008 by three MIT physicists who at the time were moving multi-petabyte data sets around from the Large Hadron Collider. Frustrated by the available tools for managing and analyzing Big Data in their research, the founders built a distributed, fault-tolerant, globally scalable data layer on top of Apache CouchDB.The service has grown since then. The team now manages and serves mobile and web app data on behalf of thousands of developers and hundreds of customers to their users around the world. In 2014, the company was acquired by a global enterprise software & hardware vendor.",S08,ACQUIRED,Not Available,Boston,United States,http://cloudant.com,Not Available,51,Not Available,Not Available,https://www.crunchbase.com/organization/cloudant,Not Available,"Michael Miller, Alan Hoffman, Adam Kocoloski",3
73,Insoshi,https://www.ycombinator.com/companies/insoshi,Not Available,Not Available,W08,INACTIVE,Not Available,Not Available,Not Available,http://insoshi.com,Not Available,0,Not Available,Not Available,https://www.crunchbase.com/organization/insoshi,Not Available,"Michael Hartl, Long Nguyen",2
74,Criya,https://www.ycombinator.com/companies/roomplays,"Build your Professional Brand in 1-Click, with AI","Criya, a Y Combinator and venture backed AI startup that empowers world class industry experts build their Professional Brand in 1-click. Complete with AI generated websites that demonstrates their entire experience in a comprehensive and attractive format, and scheduling capabilities, video course hosting and more, Criya is a pivotal platform for senior industry leaders to turn their expertise into a powerful all-rounded professional brand with a strong online presence.",W22,ACTIVE,"ARTIFICIAL-INTELLIGENCE, GENERATIVE-AI, SAAS",San Francisco,United States,https://criya.co,2021,5,Not Available,https://www.linkedin.com/company/criya/,https://www.crunchbase.com/organization/roomplays,https://twitter.com/criyaco,Deboshree Dutta,1
75,Versori,https://www.ycombinator.com/companies/versori,Add fully custom native connectors to your SaaS in hours,From operational automations to embeddable custom connectors. Save 10x of cost and time by building custom connectors and workflow automations in hours.,W23,ACTIVE,"API, B2B, Data Tech, NO-CODE, SAAS","Manchester, United Kingdom",United Kingdom,https://www.versori.com/,2022,16,Not Available,https://www.linkedin.com/company/versori,Not Available,Not Available,"Sean Brown, Dan Jones",2
76,Hiro Systems,https://www.ycombinator.com/companies/hiro-systems,Hiro Systems build developer tools for Bitcoin L1 and the Stacks L2,Hiro System builds developer tools for Bitcoin L1 and the Stacks L2 (layer-2). Stacks is a Bitcoin layer for smart contracts; it's an open-source project with an ecosystem of independent entities. Hiro serves 350M+ monthly API requests and thousands of crypto users on dev products.,S14,ACTIVE,"CRYPTO-WEB3, DEFI",New York,United States,https://hiro.so,2013,40,Not Available,https://www.linkedin.com/company/75437401/admin/,Not Available,https://twitter.com/hirosystems,Muneeb Ali,1
77,Huddlefire,https://www.ycombinator.com/companies/huddlefire,Turbocharge customer acquisition through exclusive SaaS partnerships,"Leverage partnerships with other SaaS companies, through Huddlefire, to accelerate your customer acquisition.",W21,ACTIVE,SAAS,Palo Alto,United States,https://www.huddlefire.com,2020,2,Not Available,Not Available,https://www.crunchbase.com/organization/remix-interactive-inc,Not Available,"Simon Sturmer, Ning Zhang",2
78,Obento Health,https://www.ycombinator.com/companies/obento-health,Patient Engagement Platform That Pays,Obento Health is on the mission to create the ultimate destination for health-related products based on clinical expertise and evidence. We use AI to help healthcare providers curate and recommend wellness products to their patients.,S23,ACTIVE,"B2B, CONSUMER, HEALTH-&-WELLNESS, HEALTHCARE, MARKETPLACE",San Francisco,United States,https://www.obentohealth.com,2023,2,Not Available,https://www.linkedin.com/company/95734316/,Not Available,Not Available,"Naxin Wang, Rodrigo Gutierrez",2
79,Letter,https://www.ycombinator.com/companies/letter,Beautifully designed banking for high net-worth individuals.,"Letter is a beautifully designed banking and financial platform made exclusively for high net-worth individuals. We make it easy to give customized debit cards to family members and staff, automatically donate to charity, and get access to exclusive investment and lending opportunities through our marketplace.",S20,INACTIVE,FINTECH,"San Diego, CA",United States,https://letter.co,2019,9,Not Available,Not Available,Not Available,Not Available,"Drew Wilson, Matt DeLoach",2
80,Iris Automation,https://www.ycombinator.com/companies/iris-automation,Enabling autonomous drone operations globally through AI software,"The future for autonomous industrial drones is in sight - Enabling safer drone operation through intelligent collision avoidance. We are a Y Combinator and Silicon Valley investor company with a team from NASA, Boeing and PhDs in computer vision. Read more at: https://tinyurl.com/y7tm4zr8 Website: www.IrisOnBoard.com",S16,ACQUIRED,"ARTIFICIAL-INTELLIGENCE, COMPUTER-VISION, DRONES",San Francisco,United States,http://www.irisonboard.com,2015,Not Available,https://www.facebook.com/irisautomation/,https://www.linkedin.com/company/iris-automation/,https://www.crunchbase.com/organization/iris-automation-inc,https://twitter.com/iris_automation,"Alexander Harmsen, James Howard",2
81,PayCrunch,https://www.ycombinator.com/companies/paycrunch,Credit Card for college students based on UPI.,More than 150 million people in India are not able to access formal Credits in India either because of lack of financial data or low credit scores. We use Alternative Credit scoring models to provide a Pay Later option on UPI to a wider audience.,W22,ACTIVE,"FINTECH, INDIA, PAYMENTS","Bengaluru, India",India,https://paycrunch.in,2020,5,Not Available,https://www.linkedin.com/company/paycrunch,Not Available,Not Available,Aman Bhayana,1
82,Miden,https://www.ycombinator.com/companies/miden,Miden is a card issuer processor and core banking for businesses in,"Miden is building a modern infrastructure that facilitates the launch of card programs and various financial products for businesses in Sub-Sahran Africa. Just by reducing integration time, card fraud, improving stability, and being customer focused we quickly rose to top 5 in TPV among card issuing Fintechs in Sub-Saharan Africa within 8 months of launch.Were going to build the first comprehensive fintech and banking software stack for Africa, based on modern technology. Were starting with a card issuer-processor.",W24,ACTIVE,"APIS, B2B, FINTECH, PAYMENTS","Ikeja, Nigeria",Nigeria,http://www.miden.co,2023,10,https://www.facebook.com/TyrusTechnologies?mibextid=LQQJ4d,https://www.linkedin.com/company/tyrus-technologies/,Not Available,https://twitter.com/TyrusTechHQ,"Okiemute Avworhokai, Ini Udoh",2
83,Billforward,https://www.ycombinator.com/companies/billforward,"Subscription billing, rate plan management and analytics as a","San Francisco-based BillForward a YCombinator company is comprised of talented and passionate folks who are excited by the challenges and opportunities of subscription billing.  We offer a flexible and innovative billing platform, which gives any type of recurring-payment based businesses the ability to bill customers for sophisticated products and carry out in-depth revenue analysis.Launched in Jan 2013 the platform has already gained great traction in the Telecoms, SaaS, Product as Service and Platform as a Service industries, where product managers and CFOs have realized that the ability to change their offering in hours, rather than weeks, can give them an edge on the competition.",S14,ACTIVE,"ANALYTICS, SUBSCRIPTIONS",San Francisco,United States,https://www.billforward.io/,Not Available,8,Not Available,https://www.linkedin.com/company/billforward,https://www.crunchbase.com/organization/billforward,Not Available,Aubone Tennant,1
84,Pagedraw,https://www.ycombinator.com/companies/pagedraw,Pagedraw is a platform for productionizing designs into code.  Thanks,"Pagedraw turns UI drawings into code, bringing your app's look to life, and ready to deploy to production Our mission is to make programming more powerful.",W18,INACTIVE,"DESIGN-TOOLS, NO-CODE",San Francisco,United States,https://pagedraw.io/,Not Available,5,Not Available,Not Available,https://www.crunchbase.com/organization/pagedraw,Not Available,"Gabriel Guimaraes, Jared Pochtar",2
85,Darsel,https://www.ycombinator.com/companies/darsel,Chatbot teaching K12 math in developing countries,"Darsel is a AI-powered math education chatbot which is designed to supplement K12 education systems in resource-constrained environments. Darsel allows students to practice math questions & do their homework through platforms like SMS, WhatsApp and Facebook Messenger.",W22,ACTIVE,"ARTIFICIAL-INTELLIGENCE, EDUCATION, ELEARNING, NONPROFIT",Not Available,Not Available,http://darsel.tech,2021,5,https://www.facebook.com/DarselTech/,Not Available,Not Available,Not Available,Abdulhamid Haidar,1
86,Path,https://www.ycombinator.com/companies/path,Financial advisors for Gen-Z,Path gives you a money manager who:- gets you money for college- builds your credit with a debit card- gives you a savings account that pays you 5% interest- helps you make more moneyand makes sure you dont f**k up your financial future in your 20s all for $20/mo,S19,INACTIVE,"CRYPTO-WEB3, EDUCATION, FINTECH",New York,United States,https://path.me,2018,12,Not Available,Not Available,Not Available,Not Available,"Femi Adebogun, Evan Farrell, Caleb Cross",3
87,Spokn,https://www.ycombinator.com/companies/spokn,Easy employee video-maker for People teams,"Spokn makes it easy for People and Comms teams to make videos starring their own employees and leaders - no editing skills or special equipment necessary.  In minutes, you can create videos that feel as engaging as TikTok, and share them anywhere: Slack/Teams, your LMS, intranet, careers page, or job offer emails.  Companies like Udemy, SiriusXM, Sonos, GoFundMe and more use Spokn to create engaging videos for their learning & development, internal comms, recognition, DEI and employer branding.",W21,ACTIVE,"B2B, CULTURE, ELEARNING",New York,United States,https://getspokn.com/,2020,20,Not Available,https://www.linkedin.com/company/getspokn,https://www.crunchbase.com/organization/spokn,https://twitter.com/getSpokn,"Fawzy Abu Seif, Mariel Davis",2
88,AgendaPro,https://www.ycombinator.com/companies/agendapro,Shopify for Beauty and Wellness businesses in Latam,AgendaPro is building Shopify for Beauty and Wellness businesses in Latam. We allow business owners to charge their customers online and easily schedule appointments.,W21,ACTIVE,"E-COMMERCE, SAAS","Santiago, Chile",Chile,https://www.agendapro.com,2014,50,https://www.facebook.com/agendapro,https://www.linkedin.com/company/agendapro,https://www.crunchbase.com/organization/agendapro,Not Available,"Julio Guzman, Sebastian Hevia, Nicols Rossi, Matias Ulloa",4
89,Suggestr,https://www.ycombinator.com/companies/suggestr,Amazon-level personalization for Shopify merchants,"Suggestr is a self-serve, no-code personalization solution for the 20M+ e-commerce brands that sell on platforms like Shopify. Marketplaces like Amazon drive up to 30% of their sales from personalized surfaces (recommendations, bundles, frequently bought together, et cetera). They have large data science teams that build such in-house recommendation engines. However, DTC brands can't afford to do this, and they don't have enough customer data to make the conventional recommendation approaches work. Suggestr uses innovative multi-modal AI technology that sees and understands products (needs 100x less data), allowing it to work with brands of all sizes (SME, mid-market, enterprise). The solution takes less than 30 minutes to integrate and helps merchants increase online store revenues by up to 10% with AI-driven upsells and cross-sells.",W22,INACTIVE,"E-COMMERCE, SAAS","Singapore, Singapore",Singapore,https://suggestr.co,2021,2,Not Available,https://www.linkedin.com/company/suggestr/?viewAsMember=true,https://www.crunchbase.com/organization/suggestr,https://twitter.com/get_suggestr,"Aditya Mehta, Oleksii Sidorov",2
90,Bloom,https://www.ycombinator.com/companies/bloom-3,Investing app that teaches you how to invest,"Bloom's mission is to improve the financial outcomes of all Americans by giving them the knowledge and tools they need to achieve prosperity. Our first product is an investing app that teaches users how to build wealth through interactive financial lessons, a gamified rewards economy as well as an investing account designed for building long-term wealth.Since launching in April 2022, over 1 million users have joined Bloom and we have crossed $3MM in annual recurring revenue.",W21,ACTIVE,"EDTECH, EDUCATION, FINTECH",New York,United States,https://bloomapp.com,2021,8,Not Available,https://www.linkedin.com/company/bloominvest/,Not Available,Not Available,Sam Yang,1
